feature,mean,std,min,max
solidity,0.9769624081288354,0.014605885576685036,0.9434970730465767,1.0011890606420928
non_compactness,17.90197268737885,0.6184703869785305,16.630711870916773,19.242182117240763
circularity,0.702793586438658,0.024304397648005426,0.6530636981706901,0.7556123100379615
eccentricity,0.8627620702506315,0.018462587602903903,0.837340052293088,0.8939010910274557
hog_0_deg,0.2958116128373419,0.03333473455454107,0.24452852322795776,0.38116265625738327
hog_45_deg,0.2858479773018526,0.07269585478830083,0.2194521693488046,0.4712792561896449
hog_90_deg,0.36915010712894547,0.06365922701802208,0.3079248077805988,0.537278878292645
hog_135_deg,0.32090294342989084,0.030454358660921818,0.2716077839410387,0.3924765819691537
